id,name,normalized_name
3816,Ostrich Farm,ostrich farm
3817,Ostrich World,ostrich world
3818,North Pole,north pole
3819,Train Platform,train platform
3820,Wrapping Room,wrapping room
3821,Toy Inspection Area,toy inspection area
3822,Clausco Building,clausco building
3823,1940S Version Of Simpson House,1940s version of simpson house
3824,Ardennes Forest,ardennes forest
3825,Springfield Aircraft Plant,springfield aircraft plant
3826,1943 Springfield,1943 springfield
3827,Le Gamaar Movie Theater,le gamaar movie theater
3828,Snowy Landscape,snowy landscape
3829,Broadway Show,broadway show
3830,Court House,court house
3831,Court House Clerical Area,court house clerical area
3832,Court Room,court room
3833,Federal Building,federal building
3834,FBI Observation Van,fbi observation van
3835,Prison Cafeteria,prison cafeteria
3836,Surveillance Room,surveillance room
3837,Italian Social Club,italian social club
3838,Art Classroom,art classroom
3839,5th Grade Classroom,5th grade classroom
3840,Springfield Playground,springfield playground
3841,Enchanted Snail Restaurant,enchanted snail restaurant
3842,The Enchanted Snail,the enchanted snail
3843,Springfield Four Seasons Hotel,springfield four seasons hotel
3844,Burns's Library,burns library
3845,League Of Extra-Horny Gentlemen,league of extra-horny gentlemen
3846,Mo'S Tavern,mo tavern
3847,Mo'S,mo
3848,Zip Zap and 'Za Pizza Arcade,zip zap and za pizza arcade
3849,Patrick'S House,patrick house
3850,Zoo Entrance,zoo entrance
3851,Apiary,apiary
3852,Sheldon Leavitt'S Office,sheldon leavitt office
3853,Springfield Airport Motor Lodge,springfield airport motor lodge
3854,Julio's Hair Salon,julio hair salon
3855,Homer's Head,homer head
3856,Singles Club,singles club
3857,Starbucks-Style Coffee Shop,starbucks-style coffee shop
3858,Rice Paddy,rice paddy
3859,China - Day,china - day
3860,Monastery,monastery
3861,Nobleman'S Fortress,nobleman fortress
3862,Courtyard Of Fortress,courtyard of fortress
3863,Yogurt Nook,yogurt nook
3864,Late '90S-Era Internet Start-Up Office,late 90s-era internet start-up office
3865,Animation Studios,animation studios
3866,Bullpen,bullpen
3867,Building 1,building 1
3868,Projection Room,projection room
3869,Beverly Hilton-Type Hotel,beverly hilton-type hotel
3870,Hotel Hollywood Hotel,hotel hollywood hotel
3871,Kodak Theater,kodak theater
3872,Watts Towers - Meanwhile,watts towers - meanwhile
3873,L.A. Freeway,la freeway
3874,Hollywood Blvd. - A Little Later,hollywood blvd - a little later
3875,English Village,english village
3876,Off In The Sagebrush,off in the sagebrush
3877,Desert State Park,desert state park
3878,Gold Mine,gold mine
3879,Elsewhere In Desert,elsewhere in desert
3880,Upstairs Bathroom,upstairs bathroom
3881,Springfield Pharmaceuticals,springfield pharmaceuticals
3882,Tarmac Outside Springfield Pharmaceuticals,tarmac outside springfield pharmaceuticals
3883,Near Park,near park
3884,The Simpson Attic,the simpson attic
3885,Springfield Clamphitheater,springfield clamphitheater
3886,Shabby House,shabby house
3887,Tour Van,tour van
3888,Cat Lady'S House,cat lady house
3889,Outdoor Half-Shell Stage,outdoor half-shell stage
3890,Wacky's Comedy Club,wacky comedy club
3891,Comedy Club,comedy club
3892,Maze,maze
3893,Capitol City Theater,capitol city theater
3894,Ogdenville Barley Palace,ogdenville barley palace
3895,Sky Above Plant,sky above plant
3896,Springfield Atoms Stadium,springfield atoms stadium
3897,Elsewhere In Stadium Concourse,elsewhere in stadium concourse
3898,Counseling Center,counseling center
3899,Homeless Camp,homeless camp
3900,Field Of Cacti,field of cacti
3901,Freestone Family Peach Orchard,freestone family peach orchard
3902,Peach Orchard,peach orchard
3903,Springfield Day Spa,springfield day spa
3904,Horticulture Society,horticulture society
3905,Little Baltimore,little baltimore
3906,Victorian Brownstone,victorian brownstone
3907,Raymondo'S House,raymondo house
3908,Victorian Townhouse,victorian townhouse
3909,Raymondo'S Mansion,raymondo mansion
3910,Springfield Magic Palace,springfield magic palace
3911,Grassy Area Next To Forest,grassy area next to forest
3912,FBI Surveillance Truck,fbi surveillance truck
3913,Hotel Parking Lot,hotel parking lot
3914,Fat Tony'S Beach House,fat tony beach house
3915,Homer'S Boyhood House,homer boyhood house
3916,Homer's Salon,homer salon
3917,Springfield Inn,springfield inn
3918,Policeman's Ball,policeman ball
3919,Narrow Mountain Road,narrow mountain road
3920,Duff Brewery Grounds,duff brewery grounds
3921,Springfield Elementary School Basement,springfield elementary school basement
3922,Key Store,key store
3923,Woodshop,woodshop
3924,Skies Over Springfield,skies over springfield
3925,Mysterious Basement Classroom,mysterious basement classroom
3926,Circular Classroom,circular classroom
3927,Imposing Downtown Springfield Building,imposing downtown springfield building
3928,Administrative Detention Room,administrative detention room
3929,Detention Facility,detention facility
3930,Rubber Room,rubber room
3931,Administrative Suspension Building,administrative suspension building
3932,Mall Restaurant,mall restaurant
3933,Comic Book Guy's Office,comic book guy office
3934,"""top Chef"" Kitchen",top chef kitchen
3935,High-Tech Training Facility,high-tech training facility
3936,Cia Office,cia office
3937,Sleep-Eazy Motel,sleep-eazy motel
3938,Gutter,gutter
3939,Kiev,kiev
3940,Viktor'S Mansion,viktor mansion
3941,Ice Skating Facility,ice skating facility
3942,Pep Closet,pep closet
3943,Chalmers' House,chalmers house
3944,Box,box
3945,Springfield Lake,springfield lake
3946,A Lush Jungle Planet,a lush jungle planet
3947,Military Briefing Room,military briefing room
3948,Avatar Linking Station,avatar linking station
3949,Pandora,pandora
3950,Rigel 7,rigel 7
3951,Jungle Clearing,jungle clearing
3952,Dr. Frankenstein'S Castle,dr frankenstein castle
3953,Side Of Pond,side of pond
3954,Homer and Roz's Workstations,homer and roz workstations
3955,Retirement Castle Recreation Room,retirement castle recreation room
3956,Roz's Workstation,roz workstation
3957,E4,e4
3958,Event Center,event center
3959,Strange Neighborhood,strange neighborhood
3960,Ethiopian Neighborhood,ethiopian neighborhood
3961,Little Ethiopia,little ethiopia
3962,Ethiopian Restaurant,ethiopian restaurant
3963,Marge'S Dream,marge dream
3964,English Bedroom,english bedroom
3965,El Chemistri,el chemistri
3966,Wrong Address,wrong address
3967,Real El Chemistri,real el chemistri
3968,Meth Lab,meth lab
3969,Burning Meth Lab,burning meth lab
3970,Krustyland,krustyland
3971,Duff Center Arena,duff center arena
3972,Outer Concourse,outer concourse
3973,Changing Room,changing room
3974,Corporate Skyscraper,corporate skyscraper
3975,"""Tween Lit Inc."" Meeting Room",tween lit inc meeting room
3976,Convention Floor,convention floor
3977,Slick Publisher'S Office,slick publisher office
3978,Literary Towers,literary towers
3979,Literary Towers Lobby,literary towers lobby
3980,Printing Room Floor,printing room floor
3981,Bookaccinos,bookaccinos
3982,The Loin King,the loin king
3983,Chophouse,chophouse
3984,Sports Stadium,sports stadium
3985,Condo Skyscraper,condo skyscraper
3986,Robert Marlowe's Fancy Apartment,robert marlowe fancy apartment
3987,Rattler River Canyon,rattler river canyon
3988,Simpson Raft,simpson raft
3989,Ballet Stage,ballet stage
3990,Channel Six Office Building,channel six office building
3991,Channel Six Studios Conference Room,channel six studios conference room
3992,UPA Agency building,upa agency building
3993,Dinky Office Building,dinky office building
3994,Small Office Building,small office building
3995,The Village Id,the village id
3996,The Off-Broadway Deli,the off-broadway deli
3997,Annie's Apartment,annie apartment
3998,Annie'S Talent Agency,annie talent agency
3999,Hbo-Type Cable Network Boardroom,hbo-type cable network boardroom
4000,Hbowtime Studio,hbowtime studio
4001,Network Boardroom,network boardroom
4002,Krusty's Bedroom,krusty bedroom
4003,Lisa's House,lisa house
4004,Maggie's Suite,maggie suite
4005,Heathrow Teleport,heathrow teleport
4006,Bart's Old Bedroom,bart old bedroom
4007,Apu And Manjula'S House,apu and manjula house
4008,The Ultranet,the ultranet
4009,Hover-Car,hover-car
4010,Cryogenic Facility,cryogenic facility
4011,Security Examination Room,security examination room
4012,Tv Show Set,tv show set
4013,"""Gut Check"" Set",gut check set
4014,All-American House,all-american house
4015,Spiffany's,spiffany
4016,"Main Street, Usa",main street usa
4017,Colonial Meeting House,colonial meeting house
4018,"""gut Check With Homer Simpson"" Soundstage",gut check with homer simpson soundstage
4019,Lotion Store,lotion store
4020,Cinnabun Store,cinnabun store
4021,Village,village
4022,Medieval Shack,medieval shack
4023,French Village,french village
4024,Marguerite'S House,marguerite house
4025,Cliffside Road,cliffside road
4026,Bottom Of The Cliff,bottom of the cliff
4027,Persia,persia
4028,Sistine Chapel,sistine chapel
4029,Dust Bowl,dust bowl
4030,Mt. Everest,mt everest
4031,Yeti Cave,yeti cave
4032,Springfield Batting Cage,springfield batting cage
4033,The Needle Exchange,the needle exchange
4034,Sewing Parlor,sewing parlor
4035,Cove,cove
4036,The Cove,the cove
4037,Storm Shelter,storm shelter
4038,Town Hall Meeting Room,town hall meeting room
4039,The Outlands,the outlands
4040,Outlands,outlands
4041,Swapper Jack's,swapper jack
4042,Springfield - Day,springfield - day
4043,Springfield Street - Day,springfield street - day
4044,Art Gallery - Day,art gallery - day
4045,Bart's Bed,bart bed
4046,Bohemian Art Gallery,bohemian art gallery
4047,Art Gallery - Continuous,art gallery - continuous
4048,Street Outside Plant,street outside plant
4049,Enormous Store,enormous store
4050,Ski Mountain,ski mountain
4051,Next Dream Level,next dream level
4052,Old Globe Theater,old globe theater
4053,"""Inception""-Style Beach",inception-style beach
4054,Homer's Dream City,homer dream city
4055,Just Above Spiky Rocks,just above spiky rocks
4056,small Shed,small shed
4057,Shore Of Lake,shore of lake
4058,Center Of Lake,center of lake
4059,Homer's Dream,homer dream
4060,Examination Room,examination room
4061,Victorian Solarium,victorian solarium
4062,Sport Palais,sport palais
4063,"""All The Wrong Reasons"" Movie Theater",all the wrong reasons movie theater
4064,Port,port
4065,Cruise Check-In Area,cruise check-in area
4066,KidZone,kidzone
4067,Ship'S Communication Room,ship communication room
4068,War Room,war room
4069,Antarctica,antarctica
4070,Caribbean Beach,caribbean beach
4071,Springfield Coast Highway,springfield coast highway
4072,Springfield Playhouse,springfield playhouse
4073,Springfield Municipal Theater,springfield municipal theater
4074,Springfield Hospital - Day,springfield hospital - day
4075,Party Supply Store,party supply store
4076,Springfield - Evening,springfield - evening
4077,Gaga Express,gaga express
4078,Lady Gaga Express,lady gaga express
4079,Banquet Tent,banquet tent
4080,Nikki'S House,nikki house
4081,'50S New York Night Club,50s new york night club
4082,Subway Station,subway station
4083,Taxicab,taxicab
4084,Mary's Apartment Building,mary apartment building
4085,New York High Line,new york high line
4086,Lincoln Center Subway Stop,lincoln center subway stop
4087,High Line,high line
4088,Inside Delacorte Theater,inside delacorte theater
4089,New York Skyline,new york skyline
4090,Rock Center Café,rock center café
4091,Grand Central Station,grand central station
4092,Grand Central,grand central
4093,Another Train,another train
4094,Supercollider,supercollider
4095,Simpson House - Basement,simpson house - basement
4096,Wormhole,wormhole
4097,Alien Universe,alien universe
4098,Modern Ultra Mansion,modern ultra mansion
4099,Artie'S Yard,artie yard
4100,Cross-Section Of Underground Springfield,cross-section of underground springfield
4101,Cavern,cavern
4102,Marge'S New Car,marge new car
4103,Auto Dealership,auto dealership
4104,Route 33,route 33
4105,Craftsman Bungalow,craftsman bungalow
4106,Museum of Christmas Ornaments,museum of christmas ornaments
4107,Igloo Motor Lodge,igloo motor lodge
4108,Marge'S Hatchback,marge hatchback
4109,Rest Stop,rest stop
4110,Fertility Clinic,fertility clinic
4111,Lawyer'S Office,lawyer office
4112,Retirement Castle - Abe'S Room,retirement castle - abe room
4113,Spiro's,spiro
4114,Old Apartment Complex,old apartment complex
4115,Juke Joint,juke joint
4116,Rita's Apartment,rita apartment
4117,Old-time Cologne Store,old-time cologne store
4118,Retirement Castle - Day Room,retirement castle - day room
4119,Monument Valley,monument valley
4120,Louie's Apartment,louie apartment
4121,Donut Cart,donut cart
4122,Neighbors' House,neighbors house
4123,Kid'S Room,kid room
4124,Neighbors' Backyard,neighbors backyard
4125,Used Record Store,used record store
4126,Highway Leading To Springfield,highway leading to springfield
4127,Springfield - Downtown,springfield - downtown
4128,Large Industrial Factory,large industrial factory
4129,Younger Grampa And Mona'S House,younger grampa and mona house
4130,Springfield - Homer's Boyhood,springfield - homer boyhood
4131,Streets Of Springfield - Day,streets of springfield - day
4132,Animal Control Van,animal control van
4133,Younger Grampa'S Car,younger grampa car
4134,Country Road - Morning (30 Years Ago),country road - morning
4135,Grampa and Homer's House,grampa and homer house
4136,Burns Manor Dog Kennel,burns manor dog kennel
4137,Country Road - Near Miss Viola'S Farm,country road - near miss viola farm
4138,Springfield - The Past,springfield - the past
4139,Mall Parking Lot,mall parking lot
4140,Smart Tykes,smart tykes
4141,Kids' Structure Type Chamber,kids structure type chamber
4142,Climbing Structure,climbing structure
4143,Snack Bar,snack bar
4144,Laser Tag Arena,laser tag arena
4145,Learning Zone,learning zone
4146,Secluded Compound,secluded compound
4147,Mysterious Basement,mysterious basement
4148,Bug-Out Location,bug-out location
4149,Various Country Roads,various country roads
4150,Channel 6 News Desk,channel 6 news desk
4151,News Room,news room
4152,Outside City Dump,outside city dump
4153,Refuse Pile,refuse pile
4154,Various Classes,various classes
4155,Channel Six News Desk,channel six news desk
4156,Wishing Well,wishing well
4157,Lenny's Van,lenny van
4158,Cletus's Front Porch,cletus front porch
4159,Brandine'S Kitchen,brandine kitchen
4160,Grady And Julio'S House,grady and julio house
4161,Coastal Highway,coastal highway
4162,Mav And Portia'S Back Yard,mav and portia back yard
4163,Portia's Home Office,portia home office
4164,Portia And Mav'S House,portia and mav house
4165,Sea Captain's Boat,sea captain boat
4166,Mav and Portia's Ski House,mav and portia ski house
4167,Neutral Location,neutral location
4168,Simpson Front Door,simpson front door
4169,Fishing Pond,fishing pond
4170,Cornfield,cornfield
4171,Cletus' Kitchen,cletus kitchen
4172,Springfield Opry House,springfield opry house
4173,Art Movie House,art movie house
4174,Brokewood Apartments,brokewood apartments
4175,Common Room,common room
4176,Limbo Background,limbo background
4177,Children's Bookstore,children bookstore
4178,Van Houten Kitchen,van houten kitchen
4179,Van Houten Bathroom,van houten bathroom
4180,Van Houten Master Bedroom,van houten master bedroom
4181,U-Rent-It,u-rent-it
4182,EZ-Rent,ez-rent
4183,Election Polling Station,election polling station
4184,Lithuanian Center,lithuanian center
4185,Springfield Bus Station,springfield bus station
4186,Lazy Parent Educational Videos,lazy parent educational videos
4187,Marriott-Style Hotel,marriott-style hotel
4188,Locked Room,locked room
4189,Military Antique Shop,military antique shop
4190,Storage Complex,storage complex
4191,Storage Locker Complex,storage locker complex
4192,Wrestling Arena,wrestling arena
4193,The Past,the past
4194,Old-Time Club,old-time club
4195,Old-Time Wrestling Pavilion,old-time wrestling pavilion
4196,Wrestling Pavilion,wrestling pavilion
4197,Wrestlers' Dressing Room,wrestlers dressing room
4198,Storage Locker Facility,storage locker facility
4199,Ms. Cantwell'S Class,ms cantwell class
4200,Super-Headquarters,super-headquarters
4201,Demolished City,demolished city
4202,Swankyfish,swankyfish
4203,Base Of A Waterfall,base of a waterfall
4204,Chef Naziwa's Bedroom,chef naziwa bedroom
4205,Sex Shop,sex shop
4206,Dog Stomach,dog stomach
4207,"""Rub A Dub Dub, Three Men Selling Tubs""",rub a dub dub three men selling tubs
4208,Hot Tub Store,hot tub store
4209,Springfield Swamp,springfield swamp
4210,Oogle Mobile,oogle mobile
4211,Men's Wearhouse,men wearhouse
4212,Top Of Skyscraper Party,top of skyscraper party
4213,Capital City Stock Exchange,capital city stock exchange
4214,Slightly Run-Down Neighborhood,slightly run-down neighborhood
4215,Russian Living Room,russian living room
4216,Zhenya's House,zhenya house
4217,Simpson Piano Room,simpson piano room
4218,Russian House,russian house
4219,Science Museum,science museum
4220,Hall Of Probability,hall of probability
4221,Winding Road,winding road
4222,Carl's Apartment,carl apartment
4223,Streets Of Reykjavik,streets of reykjavik
4224,Reykjavik Clothing Store,reykjavik clothing store
4225,Icelandic Museum Of National History,icelandic museum of national history
4226,Icelandic Car,icelandic car
4227,Gates,gates
4228,Reykjavik,reykjavik
4229,Icelandic Restaurant,icelandic restaurant
4230,Reykjavik Streets,reykjavik streets
4231,Icelandic Library,icelandic library
4232,Medieval Iceland,medieval iceland
4233,Reykjavik Town Square,reykjavik town square
4234,Outdoor Mall,outdoor mall
4235,The Same Mall,the same mall
4236,Supermarket Coffee Shop,supermarket coffee shop
4237,Ben's Bedroom,ben bedroom
4238,Seedy-Looking Street,seedy-looking street
4239,Lenny's Car,lenny car
4240,Boise,boise
4241,Boise Astoria,boise astoria
4242,Fbi Call Center,fbi call center
4243,Plant Operations Center,plant operations center
4244,Shelter For Homeless Hoos,shelter for homeless hoos
4245,Springville,springville
4246,Child Therapy Office,child therapy office
4247,Lumber Mill,lumber mill
4248,Sawmill,sawmill
4249,Springfieldland,springfieldland
4250,Freak Show Tent,freak show tent
4251,Circus,circus
4252,Marge'S Wagon,marge wagon
4253,Marguerite'S Wagon,marguerite wagon
4254,Marge and Homer's Old Apartment,marge and homer old apartment
4255,Alley McBalls,alley mcballs
4256,Artist'S Garret,artist garret
4257,New York Street,new york street
4258,Fox News,fox news
4259,Springfield Soup Kitchen,springfield soup kitchen
4260,Springfield Tapas Bar,springfield tapas bar
4261,Detention,detention
4262,Carl'S Apartment Building,carl apartment building
4263,Atoms Football Stadium,atoms football stadium
4264,Gretchen'S Apartment,gretchen apartment
4265,Scratchy'S House,scratchy house
4266,Gretchen'S Apartment Building,gretchen apartment building
4267,Isabel's Bedroom,isabel bedroom
4268,Springfield Republican Party Castle,springfield republican party castle
4269,"Maggie's ""bar""",maggie bar
4270,Debate Studio,debate studio
4271,The Old West,the old west
4272,Springfield Neighborhood,springfield neighborhood
4273,Cartoon Beach,cartoon beach
4274,Ron Rabinowitz'S Agency,ron rabinowitz agency
4275,Ron Rabinowitz'S Office,ron rabinowitz office
4276,Old West Town,old west town
4277,Tropical Resort,tropical resort
4278,Resort Center,resort center
4279,Wintry Springfield Street,wintry springfield street
4280,Towne Centre At Springfielde Glenne,towne centre at springfielde glenne
4281,Movie Theater - Alley,movie theater - alley
4282,Swedish Consulate,swedish consulate
4283,Federal Courthouse,federal courthouse
4284,Federal Courtroom,federal courtroom
4285,Zenith City Nuclear Plant,zenith city nuclear plant
4286,Chuck Dukewagon'S All-American Chow Lounge,chuck dukewagon all-american chow lounge
4287,Bungalow,bungalow
4288,Carlock's Office,carlock office
4289,Candle Rack,candle rack
4290,Little League Ball Field,little league ball field
4291,Falconry Clubhouse,falconry clubhouse
4292,Treetop,treetop
4293,Falconry Club,falconry club
4294,Competition Area,competition area
4295,Hoover'S Class,hoover class
4296,Mr. Largo'S Class,mr largo class
4297,Church Lobby,church lobby
4298,Monsarno Research Labs,monsarno research labs
4299,Monsarno Lab,monsarno lab
4300,Monsarno Labs,monsarno labs
4301,Seminar Room,seminar room
4302,Church Meeting Room,church meeting room
4303,Church Seminar Room,church seminar room
4304,Monsarno Campus,monsarno campus
4305,Bob'S Lab,bob lab
4306,Springfield Metropolitan Museum,springfield metropolitan museum
4307,River Bottom,river bottom
4308,Dance Hall,dance hall
4309,Boys Locker Room,boys locker room
4310,Bingo Hall,bingo hall
4311,"""Six Flags Over Krusty"" Amusement Park",six flags over krusty amusement park
4312,Springfield Seaside,springfield seaside
4313,Shower,shower
4314,Rural Springfield,rural springfield
4315,Guinea Pig Rescue,guinea pig rescue
4316,Van Houtens' Yard,van houtens yard
4317,Art Auction House,art auction house
4318,Springfield Art Auction House,springfield art auction house
4319,Kiddie Playground,kiddie playground
4320,"""Pay & Leave"" Supermarket",pay leave supermarket
4321,Auction Floor,auction floor
4322,Isla Verde,isla verde
4323,Café Artiste Gelato,café artiste gelato
4324,Cliffside Villa,cliffside villa
4325,Zeigler'S Studio,zeigler studio
4326,Multi-Purpose Room,multi-purpose room
4327,Airliner Cabin,airliner cabin
4328,Sao Paulo,sao paulo
4329,Luxemburg,luxemburg
4330,Another Broadcasting Booth,another broadcasting booth
4331,Downtown Sao Paulo,downtown sao paulo
4332,Restaurante Figueira Rubaiyat,restaurante figueira rubaiyat
4333,Seedy Bar,seedy bar
4334,Drycleaners,drycleaners
4335,Referee'S Tunnel,referee tunnel
4336,Amazon River,amazon river
4337,Body Shop Office,body shop office
4338,Elementary School Cafeteria,elementary school cafeteria
4339,Lofts At Springfield Elementary,lofts at springfield elementary
4340,Bart'S Apartment,bart apartment
4341,Cretaceous Park,cretaceous park
4342,Charity Shelter,charity shelter
4343,Industrial Space,industrial space
4344,Lisa And Milhouse'S Kitchen,lisa and milhouse kitchen
4345,Playground Behind Lofts At Springfield Elementary,playground behind lofts at springfield elementary
4346,Jenda'S House,jenda house
4347,Jenda'S Apartment,jenda apartment
4348,Moe'S (Looks The Same As Now),moe
4349,Tipsy Mcstaggers,tipsy mcstaggers
4350,Art Class,art class
4351,Springfield French Quarter,springfield french quarter
4352,Vacant Lot,vacant lot
4353,Ranch House,ranch house
4354,All Sales Vinyl,all sales vinyl
4355,Dreamscape,dreamscape
4356,Small Apartment Building,small apartment building
4357,Rural Area,rural area
4358,Giuseppe'S Workspace,giuseppe workspace
4359,Fireworks Barge,fireworks barge
4360,Roast,roast
4361,Broadway Stage,broadway stage
4362,Jewish Heaven,jewish heaven
4363,Krusty Roast Set,krusty roast set
4364,Concrete Steps,concrete steps
4365,Open Seas,open seas
4366,The Relation Ship,the relation ship
4367,Crew'S Quarters,crew quarters
4368,Simpson'S Yard,simpson yard
4369,Mother Hubbard'S Sandwich Cupboard,mother hubbard sandwich cupboard
4370,Marge'S Sub Shop,marge sub shop
4371,Manager'S Office,manager office
4372,Mother Hubbard'S,mother hubbard
4373,Mother Hubbard Express,mother hubbard express
4374,Primordial Springfield,primordial springfield
4375,Grasslands,grasslands
4376,Demonic Detention Room,demonic detention room
4377,Demonic Elementary School,demonic elementary school
4378,Demon School,demon school
4379,Demonic Amphitheater,demonic amphitheater
4380,Futuristic Bar,futuristic bar
4381,Record Shop,record shop
4382,Dum'S Room,dum room
4383,Milk Bar,milk bar
4384,Moog'S Apartment,moog apartment
4385,Futuristic Simpson House,futuristic simpson house
4386,Futuristic (1970S-Style) Springfield Streets,futuristic springfield streets
4387,The Rich Texan'S Mansion,the rich texan mansion
4388,"Large, Boxy Building",large boxy building
4389,Strange Building,strange building
4390,State House,state house
4391,State Capitol Building,state capitol building
4392,Maxine'S Office,maxine office
4393,Upscale Hotel Room,upscale hotel room
4394,Fracking Building,fracking building
4395,Fracking Site,fracking site
4396,Springfield Heights,springfield heights
4397,Planet Express,planet express
4398,New New York,new new york
4399,Springfield Downs Horse Track,springfield downs horse track
4400,Planet Express Ship,planet express ship
4401,Omicron Persei 8,omicron persei 8
4402,Lassen'S Class,lassen class
4403,New Simpson Tent,new simpson tent
4404,Burning Guy,burning guy
4405,Blazing Guy,blazing guy
4406,Big Box Mall,big box mall
4407,Guitar Central,guitar central
4408,Chain Restaurant,chain restaurant
4409,'Zerz,zerz
4410,Van Houten Garage,van houten garage
4411,Springfield Cabbage Festival,springfield cabbage festival
4412,Performance Area,performance area
4413,Cabbage Festival,cabbage festival
4414,Los Angeles,los angeles
4415,Mexican Resort,mexican resort
4416,Costington Center,costington center
4417,Springfield Police Department Jail,springfield police department jail
4418,Outdoor Springfield Shopping Mall,outdoor springfield shopping mall
4419,Dizzneeland,dizzneeland
4420,Outside Park,outside park
4421,Rooftop,rooftop
4422,Ferry,ferry
4423,Theme Park,theme park
4424,Mr. Bug'S Slow Crawl Ride,mr bug slow crawl ride
4425,Kooky Cat'S Deli-Cat-Essen,kooky cat deli-cat-essen
4426,Ride Entrance,ride entrance
4427,Rocket To Your Doom,rocket to your doom
4428,Simpsons Cabin,simpsons cabin
4429,Simpsons' Ship,simpsons ship
4430,Alien Zoo,alien zoo
4431,Simpsons' Cage,simpsons cage
4432,Planet,planet
4433,Circus With Midway,circus with midway
4434,Hypnotist Tent,hypnotist tent
4435,Springfield Fishing Hole,springfield fishing hole
4436,Soarin' Over Springfield Ride,soarin over springfield ride
4437,Subterranean Glass Cell,subterranean glass cell
4438,Subterranean Cell,subterranean cell
4439,High-Tech Skyrocket Factory,high-tech skyrocket factory
4440,Roof Near The Power Plant,roof near the power plant
4441,Outer Space,outer space
4442,Rocket,rocket
4443,Classic Old Theatre,classic old theatre
4444,Springfield Jail Cell,springfield jail cell
4445,Markup Brothers Funeral Home,markup brothers funeral home
4446,Walk-In Freezer,walk-in freezer
4447,Nuclear Plant Cafeteria,nuclear plant cafeteria
4448,Five Seasons Hotel,five seasons hotel
4449,Fancy Hotel Suite,fancy hotel suite
4450,Above Springfield,above springfield
4451,Over Springfield,over springfield
4452,Ruined Church,ruined church
4453,Flanders,flanders
4454,Riverboat Casino,riverboat casino
4455,Skobo'S,skobo
4456,Flanders' Basement,flanders basement
4457,Casino Floor,casino floor
4458,Burned Church,burned church
4459,Playdude Mansion,playdude mansion
